,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
1621,33,technician,single,tertiary,no,49,no,no,cellular,25,476,3,-1,0,unknown,no
1622,41,management,married,tertiary,no,3353,no,no,cellular,8,51,2,-1,0,unknown,no
1623,46,technician,married,secondary,no,278,yes,no,cellular,10,185,1,-1,0,unknown,no
1624,43,technician,married,secondary,no,373,no,no,telephone,29,221,1,-1,0,unknown,no
1625,32,blue-collar,single,secondary,no,1342,yes,no,unknown,23,109,2,-1,0,unknown,no
1626,37,technician,divorced,tertiary,no,39,no,no,cellular,27,74,3,-1,0,unknown,no
1627,54,admin.,married,secondary,no,191,yes,yes,telephone,17,44,1,-1,0,unknown,no
1628,56,entrepreneur,married,tertiary,no,-124,yes,no,unknown,15,374,5,-1,0,unknown,no
1629,59,retired,married,secondary,no,524,no,no,cellular,28,166,2,-1,0,unknown,no
1630,41,technician,single,unknown,no,3652,yes,no,cellular,12,127,1,363,2,success,no
1631,41,self-employed,single,tertiary,no,0,no,no,cellular,7,408,1,-1,0,unknown,no
1632,33,management,married,tertiary,no,544,no,yes,cellular,26,111,4,-1,0,unknown,no
1633,34,admin.,married,secondary,no,641,yes,yes,unknown,16,467,1,-1,0,unknown,no
1634,41,blue-collar,married,secondary,yes,-204,yes,no,unknown,15,50,7,-1,0,unknown,no
1635,39,retired,divorced,primary,no,284,no,no,telephone,31,180,8,-1,0,unknown,no
1636,36,technician,married,tertiary,no,1109,no,no,cellular,13,328,2,-1,0,unknown,no
1637,38,technician,married,secondary,no,1442,yes,yes,unknown,14,483,3,-1,0,unknown,no
1638,43,entrepreneur,married,tertiary,no,903,yes,no,cellular,7,197,1,-1,0,unknown,no
1639,43,unemployed,married,secondary,no,3529,no,no,cellular,5,169,2,-1,0,unknown,no
1640,37,blue-collar,married,secondary,no,-251,yes,no,cellular,12,146,3,370,1,failure,no
1641,41,technician,married,secondary,no,-274,yes,no,unknown,27,182,3,-1,0,unknown,no
1642,37,management,married,tertiary,no,2205,no,no,unknown,21,85,4,-1,0,unknown,no
1643,39,management,married,secondary,no,517,yes,no,cellular,18,387,3,196,2,failure,no
1644,38,management,married,tertiary,no,106,no,no,cellular,2,124,1,-1,0,unknown,no
1645,29,technician,single,secondary,no,1395,yes,no,unknown,26,61,1,-1,0,unknown,no
1646,37,services,married,secondary,no,718,no,yes,unknown,9,215,3,-1,0,unknown,no
1647,31,admin.,single,secondary,no,119,no,no,cellular,7,80,1,-1,0,unknown,no
1648,34,blue-collar,married,secondary,no,259,yes,no,cellular,14,291,2,-1,0,unknown,no
1649,43,technician,divorced,tertiary,no,1026,yes,yes,unknown,7,224,5,-1,0,unknown,no
1650,54,blue-collar,divorced,primary,no,138,yes,no,unknown,4,173,10,-1,0,unknown,no
1651,42,technician,married,secondary,no,29,no,no,cellular,28,53,11,-1,0,unknown,no
1652,28,self-employed,single,tertiary,no,805,no,no,cellular,26,69,1,99,1,success,no
1653,41,unemployed,married,tertiary,no,0,no,no,cellular,30,81,1,-1,0,unknown,no
1654,33,management,single,tertiary,no,383,yes,no,cellular,9,125,1,-1,0,unknown,no
1655,51,blue-collar,married,secondary,no,7225,no,no,cellular,29,301,2,-1,0,unknown,no
1656,44,unemployed,married,primary,yes,-43,yes,no,cellular,9,290,6,-1,0,unknown,no
1657,28,blue-collar,single,primary,no,150,no,yes,cellular,9,112,2,-1,0,unknown,no
1658,24,blue-collar,single,secondary,no,0,yes,no,unknown,19,202,1,-1,0,unknown,no
1659,39,entrepreneur,divorced,secondary,no,1202,yes,no,unknown,23,364,2,-1,0,unknown,no
1660,35,technician,divorced,secondary,no,103,yes,no,cellular,21,304,1,-1,0,unknown,no
1661,47,entrepreneur,married,secondary,no,404,no,no,telephone,31,125,7,-1,0,unknown,no
1662,51,self-employed,married,tertiary,no,126,yes,no,cellular,10,412,1,-1,0,unknown,no
1663,45,self-employed,single,tertiary,no,1009,no,no,cellular,19,125,2,-1,0,unknown,no
1664,28,blue-collar,single,secondary,no,4054,yes,no,cellular,11,133,2,-1,0,unknown,no
1665,46,entrepreneur,married,secondary,no,294,yes,no,cellular,29,444,1,196,1,failure,no
1666,31,blue-collar,married,secondary,no,255,yes,yes,cellular,18,295,1,-1,0,unknown,no
1667,46,management,divorced,secondary,no,177,no,no,cellular,20,84,2,-1,0,unknown,no
1668,58,retired,married,secondary,no,8332,no,no,unknown,17,164,2,96,4,failure,no
1669,38,entrepreneur,married,secondary,no,197,no,no,unknown,17,979,9,-1,0,unknown,no
1670,47,technician,single,secondary,no,80,yes,no,cellular,16,169,5,-1,0,unknown,no
1671,48,technician,married,secondary,no,7373,yes,no,unknown,14,126,1,-1,0,unknown,no
1672,46,blue-collar,married,primary,no,201,no,no,cellular,29,163,6,-1,0,unknown,no
1673,35,management,single,tertiary,no,1273,yes,no,unknown,2,111,3,-1,0,unknown,no
1674,49,housemaid,married,primary,no,5038,yes,no,telephone,27,108,1,-1,0,unknown,no
1675,50,management,divorced,tertiary,no,405,no,no,cellular,2,82,6,-1,0,unknown,no
1676,53,management,married,primary,no,995,no,no,cellular,4,200,3,-1,0,unknown,no
1677,26,housemaid,married,primary,no,158,no,yes,cellular,8,416,4,-1,0,unknown,no
1678,33,technician,married,secondary,no,277,no,no,cellular,7,155,2,-1,0,unknown,no
1679,58,management,married,tertiary,no,2143,yes,no,unknown,5,261,1,-1,0,unknown,no
1680,51,services,married,secondary,no,121,yes,no,cellular,10,122,1,-1,0,unknown,no
1681,33,technician,single,secondary,no,177,yes,no,unknown,23,293,1,-1,0,unknown,no
1682,45,blue-collar,married,primary,no,-60,no,no,cellular,31,110,4,-1,0,unknown,no
1683,49,blue-collar,married,primary,no,247,no,yes,cellular,22,283,1,-1,0,unknown,no
1684,36,admin.,married,secondary,no,498,yes,no,cellular,29,151,1,253,1,failure,no
1685,58,management,single,tertiary,no,342,no,yes,cellular,11,564,2,-1,0,unknown,no
1686,42,admin.,married,secondary,no,16517,no,no,cellular,15,549,5,203,4,failure,no
1687,28,blue-collar,married,secondary,no,1331,yes,yes,unknown,19,267,2,-1,0,unknown,no
1688,36,management,married,tertiary,no,1619,yes,no,cellular,21,106,2,-1,0,unknown,no
1689,38,services,single,secondary,no,164,no,yes,cellular,15,188,3,-1,0,unknown,no
1690,48,services,single,secondary,no,3778,yes,no,unknown,3,46,6,-1,0,unknown,no
1691,32,services,single,secondary,no,124,yes,no,cellular,6,202,3,9,5,other,no
1692,47,blue-collar,divorced,secondary,no,380,yes,no,unknown,16,268,6,-1,0,unknown,no
1693,58,self-employed,married,tertiary,no,2596,no,no,telephone,18,15,2,-1,0,unknown,no
1694,42,management,married,tertiary,no,2819,yes,no,cellular,18,149,2,-1,0,unknown,no
1695,41,services,married,secondary,no,572,yes,no,cellular,11,188,1,-1,0,unknown,no
1696,46,blue-collar,married,secondary,no,2173,yes,no,unknown,21,98,5,-1,0,unknown,no
1697,40,admin.,married,primary,no,189,yes,no,unknown,27,160,2,-1,0,unknown,no
1698,33,unemployed,married,tertiary,no,3335,no,no,cellular,15,92,1,301,6,failure,no
1699,26,technician,single,tertiary,no,3411,no,no,cellular,18,236,1,183,2,success,no
1700,27,management,single,tertiary,no,2802,yes,no,cellular,18,84,1,-1,0,unknown,no
1701,52,entrepreneur,married,tertiary,no,0,no,no,unknown,19,163,3,-1,0,unknown,no
1702,33,management,single,tertiary,no,0,no,no,cellular,27,191,4,-1,0,unknown,no
1703,31,management,single,tertiary,no,6413,no,no,cellular,13,517,2,-1,0,unknown,no
1704,25,technician,single,secondary,no,886,no,no,cellular,12,121,1,-1,0,unknown,no
1705,30,technician,married,tertiary,no,606,yes,no,cellular,30,551,1,-1,0,unknown,no
1706,26,technician,single,secondary,no,3070,yes,no,unknown,3,409,1,-1,0,unknown,no
1707,29,services,single,secondary,no,192,no,no,cellular,30,327,4,-1,0,unknown,no
1708,31,management,married,tertiary,no,1164,yes,yes,cellular,18,141,2,123,3,failure,no
1709,61,retired,married,tertiary,no,5267,no,no,cellular,18,212,7,188,3,success,no
1710,32,management,married,tertiary,no,3107,yes,yes,cellular,18,165,2,116,1,failure,no
1711,42,blue-collar,married,secondary,no,351,yes,no,unknown,16,76,21,-1,0,unknown,no
1712,48,unemployed,married,primary,no,551,yes,no,unknown,29,162,2,-1,0,unknown,no
1713,40,management,married,secondary,no,408,yes,no,unknown,20,37,4,-1,0,unknown,no
1714,32,technician,married,secondary,no,449,no,no,cellular,23,106,3,-1,0,unknown,no
1715,40,technician,single,secondary,no,2017,yes,no,cellular,28,105,1,244,1,other,no
1716,38,blue-collar,married,secondary,no,67,no,no,cellular,28,74,1,239,2,failure,no
1717,53,admin.,single,secondary,no,545,yes,no,cellular,12,305,1,370,1,failure,no
1718,28,entrepreneur,married,tertiary,no,4064,no,yes,cellular,11,93,2,-1,0,unknown,no
1719,47,technician,married,tertiary,no,545,yes,no,cellular,12,588,3,-1,0,unknown,no
1720,53,services,married,secondary,no,197,yes,no,cellular,17,307,1,-1,0,unknown,no
1721,39,housemaid,divorced,primary,no,239,no,no,cellular,29,204,2,-1,0,unknown,no
1722,55,services,married,primary,no,255,yes,no,unknown,6,285,1,-1,0,unknown,no
1723,33,entrepreneur,single,secondary,no,1808,no,no,cellular,19,84,1,-1,0,unknown,no
1724,32,technician,single,secondary,no,26,no,yes,cellular,25,110,1,-1,0,unknown,no
1725,26,unemployed,married,primary,no,70,yes,no,unknown,28,99,2,-1,0,unknown,no
1726,43,blue-collar,married,primary,no,1620,yes,no,unknown,15,121,1,-1,0,unknown,no
1727,31,blue-collar,married,secondary,no,2577,yes,no,unknown,13,611,2,-1,0,unknown,no
1728,58,retired,married,secondary,no,8332,no,no,cellular,13,740,4,-1,0,unknown,no
1729,41,management,married,unknown,no,2457,yes,no,unknown,9,285,1,-1,0,unknown,no
1730,43,technician,married,secondary,no,310,yes,no,unknown,29,291,1,-1,0,unknown,no
1731,55,management,married,tertiary,no,86,no,no,telephone,16,64,1,-1,0,unknown,no
1732,38,blue-collar,married,secondary,no,266,yes,no,unknown,7,287,1,-1,0,unknown,no
1733,37,self-employed,divorced,secondary,no,3467,no,no,unknown,9,185,2,-1,0,unknown,no
1734,55,management,married,tertiary,no,10957,no,no,unknown,11,514,4,-1,0,unknown,no
1735,52,technician,married,secondary,no,2944,no,no,cellular,22,22,18,-1,0,unknown,no
1736,44,management,married,unknown,no,187,yes,no,unknown,7,185,1,-1,0,unknown,no
1737,59,retired,married,secondary,no,444,yes,no,unknown,6,137,1,-1,0,unknown,no
1738,45,blue-collar,married,unknown,no,850,no,no,cellular,19,211,2,-1,0,unknown,no
1739,35,management,married,tertiary,no,648,no,no,cellular,30,674,2,-1,0,unknown,no
1740,41,management,married,tertiary,no,0,no,no,cellular,3,858,1,-1,0,unknown,no
1741,44,services,divorced,secondary,no,20,no,no,unknown,9,98,1,-1,0,unknown,no
1742,40,admin.,married,secondary,no,1538,yes,no,unknown,30,390,2,-1,0,unknown,no
1743,39,technician,married,tertiary,no,14,no,no,cellular,28,114,2,-1,0,unknown,no
1744,50,housemaid,married,tertiary,no,6181,no,no,unknown,17,1162,2,-1,0,unknown,no
1745,37,technician,married,secondary,no,603,no,no,unknown,18,339,2,-1,0,unknown,no
1746,35,management,married,tertiary,no,105,yes,no,cellular,6,36,1,365,3,failure,no
1747,29,blue-collar,single,secondary,no,415,no,yes,cellular,28,161,1,-1,0,unknown,no
1748,33,admin.,married,secondary,no,4012,no,yes,cellular,28,90,1,265,4,failure,no
1749,34,technician,divorced,secondary,no,0,yes,yes,cellular,18,374,16,-1,0,unknown,no
1750,51,blue-collar,married,primary,no,3942,yes,no,unknown,17,363,3,-1,0,unknown,no
1751,52,management,divorced,tertiary,no,96,no,no,cellular,19,134,1,-1,0,unknown,no
1752,40,services,married,secondary,no,695,yes,no,cellular,11,270,1,348,10,failure,no
1753,48,technician,married,unknown,no,460,no,no,unknown,5,99,3,-1,0,unknown,no
1754,29,technician,married,secondary,no,132,yes,yes,cellular,30,88,1,-1,0,unknown,no
1755,30,management,single,tertiary,no,1269,no,no,cellular,28,361,2,-1,0,unknown,no
1756,43,blue-collar,married,secondary,no,-179,yes,no,cellular,30,335,6,-1,0,unknown,no
1757,35,technician,married,tertiary,no,944,no,no,cellular,8,351,2,-1,0,unknown,no
1758,26,unemployed,single,tertiary,no,370,no,no,cellular,30,230,1,-1,0,unknown,no
1759,54,housemaid,married,secondary,no,42,yes,no,unknown,13,514,5,-1,0,unknown,no
1760,42,services,married,secondary,no,0,yes,no,unknown,7,132,3,-1,0,unknown,no
1761,45,unemployed,married,secondary,no,56,yes,no,cellular,6,195,1,-1,0,unknown,no
1762,26,student,single,secondary,no,334,no,no,telephone,4,46,1,-1,0,unknown,no
1763,46,self-employed,married,primary,no,2747,no,no,cellular,21,162,2,-1,0,unknown,no
1764,40,management,single,tertiary,no,1265,yes,no,unknown,7,97,1,-1,0,unknown,no
1765,27,student,single,secondary,no,1925,no,no,cellular,22,190,1,-1,0,unknown,no
1766,44,management,divorced,tertiary,no,0,yes,no,telephone,7,146,4,-1,0,unknown,no
1767,46,services,married,primary,no,179,yes,no,unknown,5,1778,1,-1,0,unknown,no
1768,61,retired,married,primary,no,3738,no,no,telephone,6,188,1,-1,0,unknown,no
1769,45,unemployed,married,tertiary,no,579,yes,no,cellular,30,141,2,-1,0,unknown,no
1770,26,blue-collar,married,secondary,no,484,yes,no,unknown,19,48,2,-1,0,unknown,no
1771,57,housemaid,married,primary,no,2234,no,no,unknown,11,201,5,-1,0,unknown,no
1772,58,unknown,married,unknown,no,219,no,no,unknown,18,55,1,-1,0,unknown,no
1773,28,admin.,single,secondary,no,891,yes,no,unknown,27,377,1,-1,0,unknown,no
1774,54,blue-collar,married,primary,no,-51,no,no,unknown,20,198,10,-1,0,unknown,no
1775,49,self-employed,married,tertiary,no,271,yes,no,cellular,18,140,4,-1,0,unknown,no
1776,41,admin.,divorced,secondary,no,261,yes,no,cellular,29,797,15,-1,0,unknown,no
1777,47,technician,married,tertiary,no,-744,yes,yes,cellular,20,1256,1,-1,0,unknown,no
1778,51,admin.,single,unknown,no,196,no,no,unknown,11,98,1,-1,0,unknown,no
1779,57,self-employed,married,tertiary,no,3012,no,no,telephone,20,98,4,-1,0,unknown,no
1780,49,housemaid,married,secondary,no,211,no,no,cellular,22,220,2,-1,0,unknown,no
1781,59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,200,3,-1,0,unknown,no
1782,51,management,married,tertiary,no,0,no,no,unknown,27,68,5,-1,0,unknown,no
1783,57,retired,married,tertiary,no,53,no,no,telephone,29,539,2,-1,0,unknown,no
1784,42,management,single,tertiary,no,3445,no,no,cellular,19,1662,3,-1,0,unknown,no
1785,30,technician,single,tertiary,no,1081,no,no,cellular,6,377,2,-1,0,unknown,no
1786,37,blue-collar,single,primary,no,1210,no,no,unknown,4,742,1,-1,0,unknown,no
1787,55,blue-collar,married,primary,no,761,no,no,unknown,18,67,1,-1,0,unknown,no
1788,78,retired,divorced,secondary,no,631,no,no,telephone,11,95,1,-1,0,unknown,no
1789,39,admin.,married,secondary,no,394,no,no,cellular,29,551,2,-1,0,unknown,no
1790,43,blue-collar,married,secondary,no,1149,no,no,telephone,29,237,2,-1,0,unknown,no
1791,28,technician,single,tertiary,no,426,no,no,cellular,18,11,4,355,1,other,no
1792,35,technician,divorced,tertiary,no,825,yes,no,cellular,17,273,2,-1,0,unknown,no
1793,23,management,single,unknown,no,375,yes,no,unknown,9,194,3,-1,0,unknown,no
1794,30,blue-collar,single,primary,no,105,yes,no,cellular,5,131,1,265,1,failure,no
1795,59,retired,divorced,secondary,no,208,no,yes,cellular,28,503,2,-1,0,unknown,no
1796,34,blue-collar,single,unknown,no,6141,yes,no,unknown,3,145,1,-1,0,unknown,no
1797,38,unemployed,divorced,secondary,no,258,no,no,unknown,17,88,2,-1,0,unknown,no
1798,47,management,married,secondary,no,5012,yes,no,cellular,16,262,2,-1,0,unknown,no
1799,37,management,married,tertiary,no,981,no,no,cellular,22,135,2,-1,0,unknown,no
1800,51,blue-collar,married,unknown,no,125,yes,no,unknown,8,102,2,-1,0,unknown,no
1801,36,technician,married,primary,no,1653,yes,yes,unknown,27,336,10,-1,0,unknown,no
1802,50,admin.,married,secondary,no,100,yes,no,unknown,18,23,1,-1,0,unknown,no
1803,29,technician,single,secondary,no,3527,no,yes,cellular,10,171,5,-1,0,unknown,no
1804,40,management,married,tertiary,no,-29,no,no,unknown,8,406,2,-1,0,unknown,no
1805,43,blue-collar,married,unknown,no,-19,no,yes,unknown,20,241,2,-1,0,unknown,no
1806,32,management,married,tertiary,no,1014,no,no,cellular,20,194,6,-1,0,unknown,no
1807,29,services,married,secondary,no,123,no,yes,cellular,7,151,1,-1,0,unknown,no
1808,55,technician,married,tertiary,no,255,no,no,cellular,22,114,1,-1,0,unknown,no
1809,35,management,married,tertiary,no,753,no,no,cellular,27,111,9,-1,0,unknown,no
1810,58,blue-collar,married,secondary,no,1457,yes,no,cellular,8,144,4,-1,0,unknown,no
1811,35,management,single,tertiary,no,107,yes,no,cellular,6,142,3,-1,0,unknown,no
1812,41,blue-collar,married,unknown,no,402,yes,no,cellular,15,368,2,-1,0,unknown,no
1813,30,management,single,tertiary,no,6392,yes,no,cellular,5,335,1,-1,0,unknown,no
1814,60,housemaid,married,secondary,no,1211,no,no,telephone,18,268,2,-1,0,unknown,no
1815,56,technician,divorced,primary,no,13,yes,no,unknown,5,357,2,-1,0,unknown,no
1816,55,retired,married,secondary,no,1126,yes,no,telephone,28,388,2,-1,0,unknown,no
1817,27,admin.,single,secondary,no,242,yes,yes,unknown,28,83,1,-1,0,unknown,no
1818,37,management,married,tertiary,no,1265,no,yes,unknown,4,101,1,-1,0,unknown,no
1819,34,technician,single,secondary,no,52,no,no,cellular,19,90,4,-1,0,unknown,no
1820,40,housemaid,married,secondary,no,116,no,no,cellular,11,1099,4,-1,0,unknown,no
1821,33,technician,single,secondary,no,10,yes,no,cellular,6,71,2,274,1,failure,no
1822,56,admin.,single,secondary,no,3309,yes,no,cellular,14,65,1,-1,0,unknown,no
1823,59,housemaid,married,primary,no,370,yes,no,cellular,9,425,1,-1,0,unknown,no
1824,35,entrepreneur,single,secondary,no,866,yes,no,cellular,19,147,1,-1,0,unknown,no
1825,35,admin.,married,secondary,no,287,yes,no,cellular,2,115,3,245,8,failure,no
1826,35,technician,divorced,secondary,no,303,yes,yes,unknown,26,454,3,-1,0,unknown,no
1827,41,technician,single,tertiary,no,159,no,no,cellular,18,164,1,-1,0,unknown,no
1828,46,blue-collar,married,secondary,no,961,yes,no,telephone,17,48,2,-1,0,unknown,no
1829,32,blue-collar,single,secondary,no,3662,no,no,telephone,28,309,1,-1,0,unknown,no
1830,55,management,divorced,tertiary,no,1598,no,no,cellular,22,607,4,-1,0,unknown,no
1831,53,blue-collar,married,secondary,no,974,yes,no,unknown,26,197,2,-1,0,unknown,no
1832,28,admin.,married,secondary,no,-76,yes,no,cellular,18,143,1,-1,0,unknown,no
1833,30,management,single,tertiary,no,890,no,no,cellular,27,16,18,-1,0,unknown,no
1834,35,technician,divorced,secondary,no,54,no,no,cellular,22,73,2,-1,0,unknown,no
1835,20,admin.,single,secondary,no,336,no,yes,cellular,5,133,1,-1,0,unknown,no
1836,26,admin.,single,secondary,no,609,no,no,telephone,28,112,1,-1,0,unknown,no
1837,40,management,single,tertiary,no,-50,yes,no,cellular,12,306,2,350,1,failure,no
1838,41,admin.,married,primary,no,1316,yes,no,cellular,30,127,3,-1,0,unknown,no
1839,42,blue-collar,married,secondary,no,3,yes,no,cellular,12,118,1,-1,0,unknown,no
1840,44,management,married,tertiary,no,3091,yes,no,unknown,17,331,4,-1,0,unknown,no
1841,56,technician,married,secondary,no,61,no,yes,cellular,8,75,1,-1,0,unknown,no
1842,45,blue-collar,single,primary,no,116,yes,no,cellular,15,16,5,365,1,failure,no
1843,29,blue-collar,married,primary,no,787,yes,no,cellular,24,257,2,-1,0,unknown,no
1844,45,management,divorced,tertiary,no,2096,no,no,cellular,13,317,2,-1,0,unknown,no
1845,46,entrepreneur,married,secondary,no,757,no,no,unknown,16,382,3,-1,0,unknown,no
1846,58,admin.,married,secondary,no,1464,yes,yes,unknown,5,53,29,-1,0,unknown,no
1847,34,management,married,tertiary,no,0,no,yes,cellular,14,105,3,-1,0,unknown,no
1848,19,student,single,unknown,no,5368,no,no,cellular,4,77,6,-1,0,unknown,no
1849,52,technician,divorced,secondary,no,2816,no,no,unknown,20,492,3,-1,0,unknown,no
1850,43,blue-collar,married,primary,no,8,no,no,telephone,7,245,5,-1,0,unknown,no
1851,38,blue-collar,single,primary,no,-5,yes,no,unknown,21,30,12,-1,0,unknown,no
1852,33,technician,married,secondary,no,153,yes,no,unknown,16,148,2,-1,0,unknown,no
1853,32,blue-collar,single,primary,no,2829,yes,no,cellular,5,26,1,-1,0,unknown,no
1854,26,services,single,secondary,no,186,yes,no,unknown,21,72,3,-1,0,unknown,no
